type,PCR,iLISI,bASW,GC,kBET,integration_method_batch,homology_method_batch,bASW_scaled,GC_scaled,kBET_scaled,PCR_scaled,iLISI_scaled,avg_score_batch,iLISI_scaled_rank,GC_scaled_rank,PCR_scaled_rank,bASW_scaled_rank,kBET_scaled_rank,avg_score_scaled_rank_batch,cASW,cLISI,ARI,NMI,iso_F1,integration_method_bio,homology_method_bio,cASW_scaled,ARI_scaled,NMI_scaled,iso_F1_scaled,cLISI_scaled,avg_score_bio,cLISI_scaled_rank,NMI_scaled_rank,ARI_scaled_rank,cASW_scaled_rank,iso_F1_scaled_rank,avg_score_scaled_rank_bio,integrated_score,integrated_score_rank,task_name,trajectory_conservation_score_batch,traj_scaled,traj_scaled_rank,batch_aggr_with_LISI,bio_aggr_with_LISI,integrated_score_aggr_with_LISI,integrated_score_aggr_rank_with_LISI,batch_aggr_no_LISI,bio_aggr_no_LISI,integrated_score_aggr_no_LISI,integrated_score_aggr_rank_no_LISI
fastMNN O2O,0.08120548538142133,0.14757542499012286,0.9191440378265748,0.9626380727559584,0.21347986437032584,fastMNN,O2O,0.9991891405258304,0.9530480397850628,0.21492690405788115,0.4723900869057338,0.2138623300180505,0.659888542818627,21,4,20,3,27,17,0.640610578015915,1,0.7956942842875487,0.8795833242070138,0.9329268292682926,fastMNN,O2O,0.5370305360932309,0.6863875868994126,0.8204028876581063,0.9668822234791876,1,0.7526758085324844,1,14,15,14,5,11,0.7155609022469414,12,Hippocampus_hs_mu_ss,NA,NA,NA,0.4648085770648807,0.8497630031557539,0.6957812327194046,12,0.5441168650835702,0.8122037539446925,0.7049689984002435,12
scVI HE,0.01745690313546136,0.1616126327139509,0.9162787514389852,0.9428947820276516,0.2208471240204456,scVI,HE,0.982005328644954,0.8519891584833945,0.23617064742438337,1,0.25996718943855557,0.767541283638183,18,10,1,4,22,3,0.5622277371585369,1,0.8765809498879837,0.8566861604903654,0.9399806389157792,scVI,HE,0.1238615499094799,0.8308206602960981,0.759646996395364,0.9759024350856448,1,0.6725579104216467,1,16,13,25,3,16,0.7105512597082613,13,Hippocampus_hs_mu_ss,NA,NA,NA,0.45181803866729897,0.8470950972905331,0.6889842738412395,13,0.5243693901556359,0.8088688716131663,0.6950690790301541,13
scVI SH,0.01745690313546136,0.1616126327139509,0.9162787514389852,0.9428947820276516,0.2193402001944773,scVI,SH,0.982005328644954,0.8519891584833945,0.2318253814025434,1,0.25996718943855557,0.766454967132723,18,10,1,4,23,5,0.5622277371585369,1,0.8765809498879837,0.8566861604903654,0.9399806389157792,scVI,SH,0.1238615499094799,0.8308206602960981,0.759646996395364,0.9759024350856448,1,0.6725579104216467,1,16,13,25,3,16,0.7101167331060773,14,Hippocampus_hs_mu_ss,NA,NA,NA,0.4515166539021053,0.8470950972905331,0.688863719935162,15,0.5239926591991438,0.8088688716131663,0.6949183866475573,15
fastMNN SH,0.08120050974165009,0.14946924592921296,0.9192791590955092,0.9438684090038708,0.2187968843292144,fastMNN,SH,0.9999994952870612,0.8569728085939997,0.2302587116560242,0.4724312673802605,0.220082537760374,0.6399155707293364,20,9,19,2,24,18,0.640771289919964,1,0.7954364497087587,0.8794633267193671,0.9331456720619282,fastMNN,SH,0.5378776752596258,0.6859271915998147,0.8200844834050083,0.9671620734334382,1,0.7527628559244717,1,15,16,12,4,10,0.7076239418464175,15,Hippocampus_hs_mu_ss,NA,NA,NA,0.46252284161989154,0.8497633476820037,0.6948671452571588,14,0.5407862405425612,0.8122041846025045,0.7036370069785272,14
Harmony HE,0.04296895997008446,0.25663868274689866,0.905607951005478,0.9314508957344878,0.3058504844697214,Harmony,HE,0.918009970951578,0.7934119758624395,0.4812807236852829,0.7888515537892685,0.5720778858285467,0.7453885560721422,9,14,12,9,8,9,0.644554853439331,1,0.9273176574198068,0.9011479190185544,0.46567764646718635,Harmony,HE,0.5578214676299882,0.9214172814876452,0.8776229081684387,0.3693772279606411,1,0.6815597213116783,1,6,7,10,22,14,0.7070912552158639,16,Hippocampus_hs_mu_ss,NA,NA,NA,0.48850339478533406,0.7877396152689757,0.668045127075519,18,0.5464695727949429,0.7346745190862196,0.659392540569709,19
Harmony O2O,0.04297626907096984,0.2587191043532512,0.9055799766732642,0.930930396689688,0.30565800917626584,Harmony,O2O,0.9178422021504076,0.7907477264265217,0.4807257146408418,0.788791060615192,0.5789109788185041,0.7445266759582407,7,16,13,11,9,10,0.644566997885704,1,0.9271982604912676,0.900841288989697,0.467564870259481,Harmony,O2O,0.5578854830259703,0.9212040836111473,0.876809288589975,0.3717905561911958,1,0.681922352854572,1,7,8,9,20,13,0.7069640820960394,17,Hippocampus_hs_mu_ss,NA,NA,NA,0.48877275119268787,0.78803428352523,0.668329670592213,16,0.546286162902547,0.7350428544065375,0.6595401778049412,16
Harmony SH,0.0429677958125412,0.2572802266704524,0.9056057544008248,0.9311272732609184,0.3037214071584473,Harmony,SH,0.9179967973849492,0.7917554675532084,0.4751414569624907,0.7888611888437056,0.5741850208791534,0.7434387276860885,8,15,11,10,10,11,0.6445511281490326,1,0.9264004817963268,0.9001984074231663,0.46617481555583345,Harmony,SH,0.5578018310054538,0.9197795517931356,0.8751034510009045,0.3700129936826981,1,0.680674456870548,1,8,9,11,21,15,0.7057801651967642,18,Hippocampus_hs_mu_ss,NA,NA,NA,0.4881404914606368,0.7874649665848719,0.6677351765351778,17,0.5458555576581829,0.7343312082310899,0.6589409480019272,17
Scanorama HE,0.10263856619322252,0.1148713335245998,0.8932214752020715,0.8994026809417875,0.27810609839546485,Scanorama,HE,0.8437252952574964,0.629368565914455,0.40127884434157274,0.29500095124109765,0.10644655551656108,0.5423434141886555,23,17,23,14,15,22,0.59430231153965,1,0.6152488425580083,0.780178084538201,0.8854723707664884,Scanorama,HE,0.292931964229279,0.3641800940332473,0.5566386063260051,0.9061988085944898,1,0.5299873682957553,1,17,18,19,13,17,0.5349297866529154,19,Hippocampus_hs_mu_ss,NA,NA,NA,0.45764803085142924,0.7750403218804696,0.6480834054688533,19,0.5433422051831366,0.718800402350587,0.6486171234836068,20
Scanorama O2O,0.10239964417225891,0.11534936220931732,0.8938094641909227,0.8745800747909745,0.2819691835098913,Scanorama,O2O,0.8472516066992454,0.5023104759985489,0.4124181814453623,0.2969783697541957,0.1080166288346654,0.5147396584743381,22,20,22,13,14,23,0.5947885140776634,1,0.5999761624892535,0.7727031993723075,0.890729959695477,Scanorama,O2O,0.2954948186437612,0.33690884845822017,0.536804564172989,0.9129220641187072,1,0.5205325738484194,1,22,20,17,12,21,0.5182154076987869,20,Hippocampus_hs_mu_ss,NA,NA,NA,0.45362154577467295,0.7716395671269403,0.6444323585860333,20,0.5381895916660119,0.7145494589086754,0.6440055120116099,22
Scanorama SH,0.1026550170772433,0.11467654253784852,0.8943639755673036,0.8557156272005975,0.27806717502581757,Scanorama,SH,0.8505771448439863,0.40575008005988455,0.4011666074834985,0.29486479684859623,0.10580676936840112,0.4880896573089914,24,24,24,12,16,24,0.5944054499268532,1,0.6004197069063822,0.7738948362706408,0.8834519572953737,Scanorama,SH,0.2934756238161383,0.3377008514772383,0.5399664825099388,0.903615161182274,1,0.5186895297463974,1,21,19,18,14,22,0.506449580771435,21,Hippocampus_hs_mu_ss,NA,NA,NA,0.4490956674817621,0.7704343900798499,0.6418989010406149,21,0.5327004487177405,0.7130429875998124,0.6409059720469836,23
unintegrated HE,0.1382821201449269,0.08246233304064182,0.9077590716220336,0.8847643125163894,0.14025944664971046,unintegrated,HE,0.9309107588686496,0.5544399657378181,0.0037933432610168,0,0,0.37228601696687114,27,18,27,6,28,28,0.5860478729009628,1,0.5794404109226878,0.7793416226793398,0.9585941261434762,unintegrated,HE,0.2494214457719562,0.30023974247823626,0.5544191180797184,0.9997048343448506,1,0.5259462851686904,1,18,21,21,2,18,0.46448217788796264,22,Hippocampus_hs_mu_ss,NA,NA,NA,0.4307054567947405,0.7806848065292933,0.6406930666354722,22,0.5177662377332651,0.7258560081616167,0.642620099990276,18
unintegrated O2O,0.13787023672430876,0.08391760801840288,0.9075829135465024,0.8832634969337145,0.13965109642496998,unintegrated,O2O,0.9298542965044212,0.5467578247050783,0.00203914473061334,0.00340891935319996,0.00477981444656963,0.37051504632332816,25,19,25,8,29,29,0.5860721617937088,1,0.5793916544339842,0.7791599931536516,0.9585941261434762,unintegrated,O2O,0.24954947656392049,0.3001526817809109,0.5539371778774569,0.9997048343448506,1,0.5258360426417847,1,19,22,20,2,19,0.4637076441144022,23,Hippocampus_hs_mu_ss,NA,NA,NA,0.4304570703295797,0.7806435871049642,0.6405689803948104,23,0.5170919359073739,0.7258044838812052,0.6423194646916727,21
unintegrated SH,0.13828165665414682,0.08248207155136572,0.907759061878314,0.864874500168729,0.13894392780428844,unintegrated,SH,0.9309107004332188,0.4526310923936804,0,3.836043431670618e-6,6.483064723411524e-5,0.3458864072175827,26,21,26,7,30,30,0.5860477536916733,1,0.5793125924814776,0.7790853532643579,0.9588249458222972,unintegrated,SH,0.2494208173999711,0.30001150695679735,0.5537391265793177,1,1,0.5257928627340216,1,20,23,22,1,20,0.453830280527446,24,Hippocampus_hs_mu_ss,NA,NA,NA,0.4264682436113688,0.7806541290519612,0.6389797748757242,24,0.5124647866263695,0.7258176613149515,0.6404765114395188,24
LIGER UINMF O2O,0.02182788775444003,0.24395977990053408,0.7768668294449415,0.7764465744417105,0.3011519046515013,LIGER UINMF,O2O,0.14591848864418358,0,0.4677322092327385,0.96382390425472,0.5304343449735093,0.3943686505329105,10,27,6,26,11,27,0.6301243113545059,0.9996611685461038,0.665997033972407,0.675328540468581,0.6648122392211405,LIGER UINMF,O2O,0.48175568106175415,0.45479722110722415,0.2784282752442483,0.6240248941967675,0.946242964431094,0.4597515179024986,3,23,17,15,19,23,0.43359837095466336,25,Hippocampus_hs_mu_ss,NA,NA,NA,0.4240505952386255,0.7271846587125477,0.6059310333229788,25,0.4690732990731483,0.6590655312541586,0.5830686383817545,25
LIGER UINMF SH,0.03044443794887322,0.23930389514273329,0.752535891576893,0.8047830675969014,0.3582956020321685,LIGER UINMF,SH,0,0.14504442737958778,0.6325080010223255,0.8925097331925801,0.5151422073589824,0.4175155403986234,11,26,7,27,4,25,0.6212814716840095,0.9998708913214112,0.5738021197793463,0.6529784992450685,0.7024338248356723,LIGER UINMF,SH,0.43514360293750826,0.2901718813234583,0.2191241321155419,0.6721343102673358,0.979516365002878,0.4041434816609611,2,24,24,16,17,24,0.409492305156026,26,Hippocampus_hs_mu_ss,NA,NA,NA,0.4370725788595139,0.7100733613731014,0.6008730483676664,26,0.486514749788709,0.6376239788860241,0.577180287247098,26
LIGER UINMF HE,0.03044443794887322,0.23930389514273329,0.752535891576893,0.8047830675969014,0.3569172543139624,LIGER UINMF,HE,0,0.14504442737958778,0.6285334885731955,0.8925097331925801,0.5151422073589824,0.4165219122863408,11,26,7,27,5,26,0.6212814716840095,0.9998708913214112,0.5738021197793463,0.6529784992450685,0.7024338248356723,LIGER UINMF,HE,0.43514360293750826,0.2901718813234583,0.2191241321155419,0.6721343102673358,0.979516365002878,0.4041434816609611,2,24,24,16,17,24,0.409094853911113,27,Hippocampus_hs_mu_ss,NA,NA,NA,0.4367969093158727,0.7100733613731014,0.6007627805502099,27,0.4861701628591575,0.6376239788860241,0.5770424524752774,27
LIGER O2O,0.02118288404632747,0.3869249840553639,0.889274833280923,0.8431729358668372,0.4857406068555272,LIGER,O2O,0.8200563340576891,0.3415485053505274,1,0.969162224549746,1,0.7826917659894905,1,25,5,15,1,1,0.565699833406786,0.9967471069017808,0.4112975397736542,0.6269379525594665,0.1975949068615893,LIGER,O2O,0.14216354650885982,0,0.15002751200872716,0.0265606281190401,0.4839148255806045,0.07968792165915677,4,25,27,24,24,25,0.36088945939129025,28,Hippocampus_hs_mu_ss,NA,NA,NA,0.5252592488209957,0.5596554679006553,0.5458969802687915,28,0.5598428150124037,0.450382558150374,0.4941666608951859,28
LIGER SH,0.01996942626248856,0.37011853564153135,0.888463068333847,0.8632349810082476,0.4262765864926015,LIGER,SH,0.8151879843518929,0.44423897709177934,0.8285334781013286,0.97920530838500075,0.94479963845214,0.7667914369825004,2,22,4,17,2,4,0.5387754672348744,0.9936980644989436,0.4146201566676695,0.5703968594560912,0.2113744075829384,LIGER,SH,2.4073593951457327e-4,0.00593294044401552,0,0.04418146261124763,1.7142154994951995e-4,0.01258878474869443,5,27,26,26,23,26,0.3142698456422168,29,Hippocampus_hs_mu_ss,NA,NA,NA,0.5136125195477431,0.5457729910881034,0.5329088024719593,29,0.5494860155242962,0.4337917227353934,0.4800694398509545,29
LIGER HE,0.01995739334245045,0.37010236081430664,0.8884971757547737,0.8627860349575012,0.4259006645747909,LIGER,HE,0.8153925347617523,0.44194098197649767,0.8274494944863788,0.979304897860906,0.9447465126346686,0.7660219772713838,3,23,3,16,3,6,0.5387297968978776,0.993696984026176,0.4146853450371369,0.5708291060964894,0.17682448339000786,LIGER,HE,0,0.00604934228209356,0.00114693375160803,0,0,0.0017990690084254,6,26,25,27,25,27,0.3074882323136088,30,Hippocampus_hs_mu_ss,NA,NA,NA,0.5134487258887646,0.5389531430895376,0.5287513762092284,30,0.549285317157379,0.4252671828553779,0.47487443657617834,30
scANVI SH,0.018972197706687,0.03176573693159801,0.8488968224266653,0.969523078111628,0.17484964116065893,scANVI,SH,0.9803910738232304,0.9446732525569552,0.48405169080115246,0.8470751967050343,0.1504559196052802,0.814047803471593,8,8,12,2,7,2,0.6775684058666229,1,0.9145748374584968,0.8934618089248364,0.7142529424146729,scANVI,SH,1,1,1,0.9957381979668568,1,0.9989345494917142,1,1,1,1,2,1,0.9249798510836658,1,Heart_hs_dr,NA,NA,NA,0.40880149526744747,0.8399715989329257,0.6675035574667345,1,0.5030604348514098,0.7999644986661572,0.6812028731402582,1
scANVI HE,0.01738437096338048,0.02953782800831916,0.8552259150615035,0.9713329088786196,0.21509185482900064,scANVI,HE,1,0.954989746751134,0.5956583059554194,0.86106890197152,0.1399036038642499,0.8529292386695184,9,5,10,1,6,1,0.662941500544548,1,0.7806427564697364,0.8453020594345622,0.7079008406312138,scANVI,HE,0.9144113599940696,0.833100507449954,0.914408249751593,0.9823457681939066,1,0.9110664713473808,1,5,5,2,4,3,0.8878115782762359,2,Heart_hs_dr,NA,NA,NA,0.41771457554816466,0.7993574314160121,0.6467002890688731,5,0.514758762433126,0.7491967892700151,0.6554215785352595,3
scANVI O2O,0.023814250741233,0.0398752262518065,0.7877720188364303,0.970887958801432,0.16603931547592157,scANVI,O2O,0.7910129385479021,0.9524534185088888,0.45961738318119705,0.8044016094665243,0.1888658792365799,0.7518713374261281,7,7,17,7,8,5,0.6476625949144363,1,0.9036001980478328,0.8853985979984416,0.6731589020044693,scANVI,O2O,0.8250075712318197,0.986323950654412,0.9856696859282548,0.9090977332763276,1,0.9265247352727036,1,2,2,7,8,2,0.8566633761340734,3,Heart_hs_dr,NA,NA,NA,0.3976777540213647,0.821964058593036,0.6522495367643675,12,0.48712838596375424,0.777455073241295,0.6613243983302788,12
SeuratV4 CCA SH,0.01070196995830493,0.00526990743395305,0.8214055962866647,0.9609076867986946,0.0990271170463004,SeuratV4 CCA,SH,0.8952171863498739,0.8955633379276454,0.2737676507978171,0.9199616939790192,0.02496050291285408,0.7461274672635889,11,14,7,4,14,6,0.6571999192237854,1,0.8170645079647977,0.8496179143197231,0.6076973607895569,SeuratV4 CCA,SH,0.8808147702912644,0.8784874811864387,0.9220785881015394,0.7710821404165419,1,0.863115744998946,1,4,4,5,11,4,0.8163204339048032,4,Heart_hs_dr,NA,NA,NA,0.3794624555047835,0.7863159404595726,0.623574546477657,4,0.47301059252249117,0.7328949255744658,0.6289411923536758,4
SeuratV4 CCA HE,0.01105994505325147,0.00411683686116859,0.8307687434584263,0.9621454190133824,0.08032901934650094,SeuratV4 CCA,HE,0.9242262832720268,0.902618725337154,0.2219108764340326,0.9168068170426398,0.01949907465222075,0.7413906755214634,12,13,8,3,17,7,0.6561466008424759,1,0.8457490358780768,0.8577771591792174,0.5341693720870364,SeuratV4 CCA,HE,0.8746513279386656,0.9142327120334504,0.9365795781527952,0.616059683501729,1,0.83538082540666,1,3,3,6,17,5,0.7977847654525814,5,Heart_hs_dr,NA,NA,NA,0.37768399274654596,0.7787684335973613,0.6183346572570352,2,0.4710757817178903,0.7234605419967015,0.622506637885177,2
SeuratV4 CCA O2O,0.00871790450979154,0.00690017005878496,0.8131074092805031,0.9592270064299592,0.08628743375565284,SeuratV4 CCA,O2O,0.8695075711185885,0.8859830337453094,0.2384357741290867,0.9374474979138346,0.03268211387202612,0.7328434692267048,10,15,5,5,15,8,0.6259583383798599,1,0.7257232012352438,0.788078683446351,0.5663194095600208,SeuratV4 CCA,O2O,0.6980061476066404,0.7646624914642228,0.8127082002747412,0.683843093423759,1,0.7398049831923408,1,8,8,11,15,9,0.7370203776060864,6,Heart_hs_dr,NA,NA,NA,0.3748479848069383,0.741215926524295,0.5946687498373524,8,0.4668349384939766,0.6765199081553688,0.5926459202908119,9
SeuratV4 RPCA SH,0.01887727277238961,2.220446049250313e-16,0.7667974120310903,0.9667055203331506,0.05536665217867498,SeuratV4 RPCA,SH,0.7260289763652723,0.9286124589216792,0.15268095462108916,0.8479117814008128,1.0516968423973565e-15,0.6638085428272134,17,9,11,11,19,13,0.6459052264690399,1,0.706169544249992,0.7916295461038833,0.5896176253598063,SeuratV4 RPCA,SH,0.8147244134538161,0.7402956974575646,0.8190189588016574,0.7329637985966786,1,0.7767507170774293,1,7,9,8,13,6,0.7315738473773429,7,Heart_hs_dr,NA,NA,NA,0.36154937146306115,0.7466643884365443,0.5926183816471511,19,0.4519367143288263,0.6833304855456803,0.5907729770589387,19
scVI SH,0.00162024639982529,0.00254829176125337,0.7819269530555736,0.9664119401052054,0.03716085751270781,scVI,SH,0.7729036344172772,0.9269389771949004,0.10218951954229093,1,0.01206978390545549,0.7005080327886171,13,10,1,9,20,10,0.5375185050070286,0.9996797780402924,0.7795751742519056,0.7797082633653409,0.6830918633885084,scVI,SH,0.1805046738459575,0.8317701396314598,0.7978318997825065,0.9300398548461634,0.8694522704996459,0.6850366420265218,3,11,6,27,6,14,0.69122519833136,8,Heart_hs_dr,NA,NA,NA,0.3579336577669131,0.7559147168106153,0.5967222931931344,14,0.446779999268328,0.6949734515031959,0.5956960706092487,14
SeuratV4 RPCA HE,0.02003070170888164,2.220446049250313e-16,0.7550684306981207,0.9744222758385584,0.02485932380649258,SeuratV4 RPCA,HE,0.6896900029362965,0.972599921628908,0.06807279451637906,0.837746475487465,1.0516968423973565e-15,0.642027298642262,17,2,13,14,23,14,0.6411113888025284,1,0.6563642319268597,0.7685809120982309,0.4969533404758782,SeuratV4 RPCA,HE,0.7866735006153563,0.6782307964147374,0.7780558527585676,0.5375954039969189,1,0.6951388884463949,1,15,18,9,19,13,0.6738942525247418,9,Heart_hs_dr,NA,NA,NA,0.3548761464104107,0.7126019746606994,0.5695116433605839,22,0.4435951830130133,0.6407524683258743,0.5618895542007298,22
fastMNN SH,0.02922768447287305,6.661338147750939e-16,0.6804344591736396,0.972970015080606,0.12025807266442634,fastMNN,SH,0.45845748315187046,0.9643216671362216,0.332648981545623,0.7566923764286226,3.1550905271920698e-15,0.6280301270655844,16,4,18,20,10,15,0.6606817440143026,1,0.7024185205600044,0.7962792864816007,0.32434085181949207,fastMNN,SH,0.9011885022596768,0.7356213584509552,0.827282694002562,0.17366851631943842,1,0.6594402677581581,1,6,11,4,27,17,0.6468762114811286,10,Heart_hs_dr,NA,NA,NA,0.36057804627830914,0.69674408057508,0.5622776668563716,6,0.4507225578478863,0.6209301007188499,0.5528470835704644,5
LIGER UINMF SH,0.02056148498612408,0.09658600616283051,0.7660250500211883,0.8753255253960818,0.3168166564590249,LIGER UINMF,SH,0.7236360283539658,0.4077233214254651,0.8777789884987288,0.8330686195605377,0.4574720369158104,0.7105517394596743,4,26,15,12,3,9,0.6169680680648266,0.9993321061286304,0.6234490327757422,0.7007901648216641,0.46845338599921577,LIGER UINMF,SH,0.6454000089459824,0.6372135136625472,0.6575749787619002,0.47750763275639974,0.7277137753634565,0.6044240335317074,4,24,26,12,21,20,0.6468751159028941,11,Heart_hs_dr,NA,NA,NA,0.4150629446050499,0.6817985515580158,0.5751043087768295,9,0.49468217921560476,0.6024151629153622,0.5593219694354592,10
fastMNN HE,0.03053126334305026,6.661338147750939e-16,0.6733287557965186,0.9792290933407642,0.10260826854740356,fastMNN,HE,0.43644244545293936,1,0.28369951490168405,0.7452037813550246,3.1550905271920698e-15,0.616336435427412,16,1,19,23,13,17,0.6615073816506509,1,0.6936716211063305,0.7867595181047946,0.3353415845542015,fastMNN,HE,0.9060196815745604,0.7247214077488755,0.8103637181782625,0.1968618695783914,1,0.6594916692700223,1,9,12,3,26,16,0.6422295757329781,12,Heart_hs_dr,NA,NA,NA,0.3571394762055474,0.6954560210831955,0.5601294031321362,17,0.44642434525693414,0.6193200263539944,0.5501617539151703,18
